,Team,Over Record,Over %,Under %,Total +/-,Year,Rank,Record,FBS,FEI,OFEI,DFEI,NDE,NPD,NAY,NPP,ELS,GLS,ALS
1160,Maryland,5-8-0,38.5,61.5,1.5,2016,77,6-7,5-7,-0.15,-0.33,-0.09,-0.51,-0.4,-0.095,0.01,1.4,3.43,6.5
1161,Boise State,5-8-0,38.5,61.5,-5.9,2016,29,10-3,10-3,0.36,0.51,0.59,1.36,1.23,0.143,2.07,0.33,1.71,5.18
1162,Boston College,5-8-0,38.5,61.5,1.8,2016,79,7-6,6-6,-0.19,-1.14,0.78,-0.56,-0.6,-0.042,-0.91,1.13,3.43,6.5
1163,Houston,5-8-0,38.5,61.5,-0.5,2016,36,9-4,8-4,0.3,0.03,0.63,0.66,0.7,0.112,0.32,0.6,2.52,5.9
1164,Army,5-8-0,38.5,61.5,1.3,2016,85,8-5,6-5,-0.28,-0.45,0.08,0.29,0.11,0.087,-0.04,0.2,1.28,3.8
1165,Virginia,4-7-1,36.4,63.6,-1.7,2016,86,2-10,2-9,-0.28,-0.69,0.18,-0.73,-0.73,-0.114,-1.66,0.68,2.94,6.5
1166,UCLA,4-7-1,36.4,63.6,-1.7,2016,55,4-8,4-8,0.11,-0.46,0.89,0.16,-0.01,-0.015,0.56,0.86,3.57,7.59
1167,Ball State,4-7-1,36.4,63.6,-0.8,2016,105,4-8,3-8,-0.57,-0.76,-0.3,-0.42,-0.38,-0.026,-0.7,0.23,0.99,3.21
1168,Colorado,5-9-0,35.7,64.3,-5.9,2016,16,10-4,9-4,0.55,-0.03,1.25,0.6,0.47,0.058,0.45,1.72,4.79,8.95
1169,Louisiana,4-8-1,33.3,66.7,-4.7,2016,100,6-7,5-7,-0.49,-1.26,0.15,-0.43,-0.37,-0.069,-0.8,0.19,1.0,3.65
1170,Texas,4-8-0,33.3,66.7,-3.8,2016,60,5-7,5-7,0.05,-0.25,0.43,0.08,-0.02,0.055,0.32,0.53,2.78,6.8
1171,Duke,4-8-0,33.3,66.7,-4.7,2016,75,4-8,3-8,-0.13,-0.44,0.29,-0.59,-0.7,-0.065,-1.49,0.75,3.42,7.48
1172,Georgia State,4-8-0,33.3,66.7,-6.2,2016,111,3-9,2-9,-0.65,-1.01,-0.01,-0.46,-0.67,-0.099,0.38,0.36,1.4,3.94
1173,Bowling Green,4-8-0,33.3,66.7,-1.4,2016,112,4-8,3-8,-0.67,-0.89,-0.54,-1.08,-1.05,-0.07,-1.18,0.69,1.61,3.92
1174,North Carolina,4-9-0,30.8,69.2,-6.2,2016,35,8-5,6-5,0.32,0.35,0.19,0.13,0.2,0.013,0.72,0.74,3.31,7.22
1175,Miami (OH),4-9-0,30.8,69.2,-5.5,2016,89,6-7,6-6,-0.31,-0.52,0.15,0.23,0.18,-0.003,0.51,0.29,1.18,3.59
1176,Auburn,4-9-0,30.8,69.2,-7.9,2016,7,8-5,7-5,0.8,0.4,1.04,0.63,0.82,0.043,0.6,1.98,4.88,8.38
1177,Northwestern,4-9-0,30.8,69.2,-1.3,2016,31,7-6,7-5,0.36,0.11,0.69,0.44,0.4,0.024,0.34,1.16,3.72,7.58
1178,Nebraska,4-9-0,30.8,69.2,-4.2,2016,45,9-4,9-4,0.22,0.02,0.41,0.32,0.35,0.045,-0.26,1.09,3.38,7.14
1179,Florida,4-9-0,30.8,69.2,-3.7,2016,20,9-4,9-4,0.5,-0.51,1.28,0.36,0.56,0.044,0.2,1.52,4.01,7.74
1180,Indiana,4-9-0,30.8,69.2,-4.1,2016,62,6-7,6-7,0.03,-0.44,0.65,0.09,0.02,0.062,0.54,1.46,3.67,6.94
1181,UCF,4-9-0,30.8,69.2,-1.1,2016,66,6-7,5-7,-0.01,-0.96,0.87,-0.03,0.01,-0.032,-0.07,0.79,2.33,5.39
1182,USC,4-9-0,30.8,69.2,-1.3,2016,9,10-3,10-3,0.78,0.72,0.81,0.88,0.93,0.159,1.13,1.78,4.47,8.47
1183,Baylor,4-9-0,30.8,69.2,-7.0,2016,52,7-6,6-6,0.13,0.17,0.26,0.31,0.28,0.033,0.02,0.55,2.71,6.59
1184,Eastern Michigan,4-9-0,30.8,69.2,-0.8,2016,95,7-6,6-6,-0.4,-0.37,-0.32,-0.23,-0.15,-0.004,-0.36,0.24,1.12,3.99
1185,Buffalo,3-8-1,27.3,72.7,-3.4,2016,127,2-10,2-9,-1.01,-1.27,-0.54,-1.17,-1.35,-0.174,-0.97,0.22,0.75,2.93
1186,Syracuse,3-9-0,25.0,75.0,0.3,2016,81,4-8,3-8,-0.26,-0.1,-0.29,-1.08,-1.05,-0.154,-2.28,1.2,3.98,7.56
1187,BYU,3-10-0,23.1,76.9,-4.3,2016,34,9-4,8-4,0.33,-0.27,0.64,0.23,0.44,0.024,-0.5,0.27,1.94,5.9
1188,Arkansas State,3-10-0,23.1,76.9,-7.3,2016,73,8-5,8-4,-0.12,-0.77,0.52,0.52,0.41,0.052,0.56,0.38,1.3,3.6
1189,Cincinnati,2-9-1,18.2,81.8,-12.9,2016,96,4-8,3-8,-0.42,-0.87,0.17,-0.68,-0.76,-0.093,-0.32,0.33,2.04,5.56
1190,LSU,2-9-1,18.2,81.8,-5.7,2016,6,8-4,7-4,0.92,0.45,1.7,1.27,0.99,0.157,2.04,1.76,4.7,8.16
1191,Ohio,2-11-1,15.4,84.6,-5.9,2016,83,8-6,7-6,-0.26,-0.98,0.42,0.1,0.23,0.042,0.53,0.31,1.36,3.97
1192,Ole Miss,9-3-0,75.0,25.0,5.7,2017,61,6-6,5-6,0.03,0.08,-0.03,-0.29,-0.15,-0.037,0.36,1.46,3.46,6.18
1193,Maryland,9-3-0,75.0,25.0,8.9,2017,73,4-8,3-8,-0.12,-0.05,-0.16,-1.23,-1.23,-0.162,-0.8,2.2,5.41,8.69
1194,Oregon State,9-3-0,75.0,25.0,4.3,2017,122,1-11,0-11,-0.84,-0.75,-1.06,-2.16,-2.26,-0.262,-1.8,0.65,2.93,6.96
1195,Memphis,9-4-0,69.2,30.8,6.7,2017,25,10-3,9-3,0.47,0.59,0.3,0.82,0.83,0.121,1.5,0.77,2.74,6.01
1196,Oklahoma State,9-4-0,69.2,30.8,5.9,2017,12,10-3,10-3,0.75,1.36,0.42,1.48,1.4,0.211,1.97,1.08,3.84,7.78
1197,Utah State,9-4-0,69.2,30.8,1.3,2017,85,6-7,5-7,-0.25,-0.94,0.43,0.08,0.13,-0.032,0.26,0.66,1.75,4.1
1198,Arizona,9-4-0,69.2,30.8,8.1,2017,51,7-6,6-6,0.14,0.82,-0.49,0.33,0.22,0.047,1.12,0.3,2.25,6.27
1199,Ball State,8-4-0,66.7,33.3,5.7,2017,129,2-10,1-10,-1.27,-1.17,-1.22,-1.76,-1.9,-0.205,-2.52,0.11,0.5,2.92
1200,Ohio,8-4-1,66.7,33.3,8.9,2017,62,9-4,8-4,0.02,-0.02,0.03,0.78,0.79,0.085,0.97,0.18,0.74,3.08
1201,Coastal Carolina,8-4-0,66.7,33.3,3.7,2017,115,3-9,3-8,-0.66,-0.65,-0.59,-0.5,-0.42,-0.046,-0.01,0.11,0.55,2.67
1202,Louisiana,8-4-0,66.7,33.3,8.9,2017,121,5-7,4-7,-0.82,-0.55,-0.83,-0.62,-0.66,-0.08,-0.61,0.13,0.7,2.95
1203,Western Michigan,8-4-0,66.7,33.3,9.8,2017,83,6-6,5-6,-0.23,-0.61,-0.15,-0.23,-0.19,0.024,-0.68,0.27,1.26,3.79
1204,UL Monroe,8-4-0,66.7,33.3,14.9,2017,104,4-8,4-8,-0.52,0.15,-1.17,-0.57,-0.58,-0.037,-0.78,0.71,1.96,4.17
1205,East Carolina,8-4-0,66.7,33.3,4.1,2017,119,3-9,3-8,-0.79,-0.15,-1.61,-1.78,-1.73,-0.181,-2.29,0.62,2.55,5.84
1206,Massachusetts,8-4-0,66.7,33.3,6.5,2017,97,4-8,3-8,-0.43,-0.59,-0.16,-0.1,-0.33,-0.024,0.06,0.26,1.06,3.31
1207,Air Force,8-4-0,66.7,33.3,7.2,2017,91,5-7,4-7,-0.37,0.04,-0.87,-0.58,-0.59,-0.07,-1.73,0.27,1.6,4.95
1208,Ohio State,9-5-0,64.3,35.7,2.9,2017,3,12-2,12-2,1.18,1.15,1.52,1.99,2.04,0.255,2.6,1.94,5.05,9.02
1209,North Texas,9-5-0,64.3,35.7,10.1,2017,96,9-5,8-5,-0.43,-0.29,-0.6,-0.32,-0.32,0.003,0.08,0.38,1.78,4.88
1210,Bowling Green,7-4-1,63.6,36.4,5.2,2017,113,2-10,2-9,-0.65,-0.65,-0.9,-1.24,-1.06,-0.181,-1.43,0.27,1.38,4.34
1211,Nebraska,7-4-1,63.6,36.4,8.8,2017,71,4-8,4-8,-0.11,0.05,-0.38,-0.88,-0.76,-0.094,-0.87,1.93,4.56,7.87
1212,UCLA,8-5-0,61.5,38.5,4.5,2017,59,6-7,6-7,0.05,0.35,-0.15,-0.16,-0.16,-0.038,0.16,0.81,3.69,8.31
1213,UCF,8-5-0,61.5,38.5,8.9,2017,11,13-0,12-0,0.82,0.8,0.81,1.54,1.62,0.188,2.11,0.78,2.57,5.8
1214,Florida International,8-5-0,61.5,38.5,0.1,2017,99,8-5,7-5,-0.43,-0.37,-0.59,-0.26,-0.25,-0.052,-0.47,0.42,1.36,3.67
1215,Vanderbilt,7-5-0,58.3,41.7,5.9,2017,89,5-7,4-7,-0.3,-0.09,-0.3,-0.62,-0.78,-0.107,-0.38,1.43,3.14,6.18
1216,Georgia Southern,7-5-0,58.3,41.7,0.3,2017,111,2-10,2-9,-0.62,-0.85,-0.44,-0.98,-0.92,-0.122,-2.03,0.58,1.57,3.86
1217,Kansas,7-5-0,58.3,41.7,0.4,2017,116,1-11,0-11,-0.71,-0.98,-0.5,-2.09,-2.12,-0.263,-2.34,1.15,3.95,7.73
1218,Central Michigan,7-5-1,58.3,41.7,3.8,2017,87,8-5,7-5,-0.27,-0.69,0.22,0.1,0.03,-0.027,0.51,0.2,1.15,4.13
1219,West Virginia,7-5-1,58.3,41.7,1.1,2017,45,7-6,6-6,0.21,0.21,0.11,-0.06,-0.14,-0.022,0.34,1.28,4.3,7.92
1220,Arkansas,7-5-0,58.3,41.7,7.6,2017,72,4-8,3-8,-0.12,0.11,-0.47,-1.13,-1.0,-0.184,-1.34,1.69,4.37,7.52
1221,Wisconsin,8-6-0,57.1,42.9,-0.6,2017,7,13-1,13-1,1.06,0.48,1.52,1.52,1.56,0.199,1.8,1.26,4.18,8.62
1222,Florida,6-5-0,54.6,45.5,3.0,2017,66,4-7,4-7,-0.04,-0.52,0.49,-0.42,-0.48,-0.057,-0.81,1.06,3.23,6.71
1223,Colorado State,7-6-0,53.9,46.2,-1.3,2017,81,7-6,6-6,-0.19,0.12,-0.52,0.33,0.36,0.076,-0.19,0.77,1.57,3.72
1224,Wake Forest,7-6-0,53.9,46.2,8.6,2017,28,8-5,7-5,0.45,0.45,0.49,0.19,0.19,0.001,0.68,1.36,4.51,8.75
1225,Oklahoma,7-6-1,53.9,46.2,8.1,2017,8,12-2,12-2,1.02,1.92,0.31,1.62,1.54,0.194,2.41,2.12,5.49,9.31
1226,Texas A&M,7-6-0,53.9,46.2,6.1,2017,43,7-6,6-6,0.22,-0.14,0.49,-0.17,-0.05,-0.007,-0.24,1.56,4.03,7.33
1227,Penn State,7-6-0,53.9,46.2,2.3,2017,4,11-2,11-2,1.16,1.11,1.17,1.78,1.82,0.259,2.14,1.43,4.17,7.92
1228,Western Kentucky,7-6-0,53.9,46.2,-3.2,2017,114,6-7,5-7,-0.65,-0.85,-0.27,0.0,-0.1,0.028,-0.28,0.16,0.57,2.47
1229,Marshall,7-6-0,53.9,46.2,-4.8,2017,75,8-5,8-5,-0.15,-0.75,0.14,0.21,0.31,0.044,0.46,0.27,0.98,3.25
1230,USC,7-6-1,53.9,46.2,-3.1,2017,27,11-3,11-3,0.46,0.41,0.59,0.61,0.57,0.093,1.01,1.33,4.29,8.81
1231,Washington,7-6-0,53.9,46.2,-2.5,2017,10,10-3,9-3,0.9,0.81,1.1,1.73,1.72,0.212,2.02,0.8,2.83,6.71
1232,Michigan,7-6-0,53.9,46.2,-1.5,2017,23,8-5,8-5,0.5,-0.32,1.25,0.37,0.48,0.107,0.66,1.81,4.36,7.99
1233,Missouri,7-6-0,53.9,46.2,4.3,2017,44,7-6,6-6,0.21,0.47,0.03,0.3,0.17,0.036,1.1,1.33,3.21,6.39
1234,Army,7-6-0,53.9,46.2,1.0,2017,57,10-3,9-3,0.07,1.0,-0.69,0.71,0.66,0.072,-0.4,0.72,1.99,4.94
1235,Northern Illinois,7-6-0,53.9,46.2,0.2,2017,70,8-5,7-5,-0.09,-0.84,0.66,0.31,0.27,0.047,0.25,0.23,1.36,4.46
1236,Minnesota,6-6-0,50.0,50.0,-0.4,2017,60,5-7,5-7,0.05,-0.45,0.32,-0.24,-0.23,-0.027,-0.6,1.04,3.33,6.69
1237,Connecticut,6-6-0,50.0,50.0,-2.4,2017,109,3-9,2-9,-0.61,-0.66,-0.67,-1.38,-1.43,-0.121,-1.27,0.57,2.4,5.71
1238,North Carolina,6-6-0,50.0,50.0,-0.5,2017,80,3-9,2-9,-0.19,-0.56,0.13,-1.01,-0.84,-0.176,-1.46,0.94,3.7,7.43
1239,Toledo,7-7-0,50.0,50.0,1.3,2017,58,11-3,10-3,0.05,0.2,-0.05,0.79,0.88,0.14,1.17,0.25,1.11,4.1
1240,Tulane,6-6-0,50.0,50.0,2.2,2017,74,5-7,4-7,-0.14,-0.31,0.11,-0.26,-0.31,-0.076,-0.84,0.65,2.31,5.43
1241,Rutgers,6-6-0,50.0,50.0,-2.9,2017,90,4-8,3-8,-0.34,-0.85,0.27,-1.21,-1.27,-0.23,-1.54,1.73,4.25,7.38
1242,Indiana,6-6-0,50.0,50.0,0.2,2017,41,5-7,4-7,0.25,-0.21,0.77,0.0,0.03,0.035,0.01,1.83,4.09,6.8
1243,Auburn,7-7-0,50.0,50.0,-1.9,2017,6,10-4,9-4,1.07,0.67,1.77,1.4,1.45,0.166,1.65,3.03,6.13,9.2
1244,Texas State,6-6-0,50.0,50.0,-2.1,2017,124,2-10,1-10,-1.01,-1.18,-0.57,-1.12,-1.28,-0.176,-1.68,0.11,0.61,3.01
1245,Kent State,6-6-0,50.0,50.0,0.3,2017,125,2-10,1-10,-1.04,-1.72,-0.31,-1.77,-1.76,-0.221,-2.02,0.72,1.85,4.55
1246,Charlotte,6-6-0,50.0,50.0,-6.0,2017,126,1-11,1-10,-1.14,-1.58,-0.8,-1.7,-1.6,-0.258,-1.86,0.19,0.84,3.16
1247,Georgia,7-8-0,46.7,53.3,1.7,2017,2,13-2,12-2,1.28,1.12,1.74,1.76,1.83,0.202,2.24,2.58,6.02,9.99
1248,Temple,6-7-0,46.2,53.9,-2.5,2017,69,7-6,6-6,-0.07,-0.72,0.57,-0.07,0.0,0.015,0.26,0.75,2.44,5.39
1249,Virginia,6-7-0,46.2,53.9,-1.1,2017,67,6-7,5-7,-0.04,-0.48,0.57,-0.45,-0.47,-0.054,-0.67,0.69,3.53,7.99
1250,Michigan State,6-7-0,46.2,53.9,-2.3,2017,24,10-3,10-3,0.47,-0.08,1.16,0.55,0.53,0.111,0.1,1.88,4.82,8.5
1251,Kansas State,6-7-0,46.2,53.9,2.3,2017,34,8-5,7-5,0.32,-0.22,0.48,-0.04,0.17,-0.02,-0.13,1.12,3.67,7.08
1252,Utah,6-7-0,46.2,53.9,-0.9,2017,46,7-6,6-6,0.2,-0.48,0.75,0.18,0.3,0.031,0.23,0.68,3.0,6.93
1253,Kentucky,6-7-0,46.2,53.9,-0.2,2017,65,7-6,6-6,-0.01,-0.19,-0.01,-0.46,-0.22,-0.074,-0.51,1.13,3.32,7.04
1254,Arizona State,6-7-0,46.2,53.9,1.2,2017,52,7-6,7-6,0.1,0.14,0.13,0.02,0.01,-0.018,-0.38,0.8,3.48,7.87
1255,Appalachian State,6-7-0,46.2,53.9,0.0,2017,55,9-4,8-4,0.08,-0.41,0.59,0.7,0.74,0.081,0.71,0.81,1.58,3.34
1256,Oregon,6-7-0,46.2,53.9,0.4,2017,48,7-6,6-6,0.18,-0.24,0.47,0.09,0.12,0.005,0.11,0.62,2.85,6.97
1257,Notre Dame,6-7-0,46.2,53.9,-1.5,2017,9,10-3,10-3,0.9,0.8,1.07,1.03,1.12,0.079,1.46,1.54,4.99,9.43
1258,Iowa,6-7-0,46.2,53.9,0.5,2017,14,8-5,8-5,0.67,0.02,1.02,0.38,0.48,-0.028,0.21,2.02,5.03,8.74
1259,Louisiana Tech,6-7-0,46.2,53.9,-4.8,2017,82,7-6,6-6,-0.23,-0.33,-0.16,0.26,0.27,0.015,-0.02,0.34,1.36,3.7
1260,San Jose State,6-7-0,46.2,53.9,-1.7,2017,128,2-11,1-11,-1.24,-1.61,-1.02,-2.27,-2.25,-0.248,-2.11,0.22,1.48,4.94
1261,Louisville,6-7-0,46.2,53.9,1.8,2017,18,8-5,7-5,0.56,1.02,0.23,0.69,0.73,0.089,1.31,1.14,3.88,7.76
1262,Washington State,6-7-0,46.2,53.9,-0.9,2017,42,9-4,8-4,0.22,-0.39,0.98,0.37,0.2,0.057,0.29,0.77,3.26,7.25
1263,Rice,5-6-1,45.5,54.6,-0.5,2017,127,1-11,1-11,-1.22,-1.31,-1.27,-1.95,-1.99,-0.231,-1.61,0.25,1.17,3.89
1264,Colorado,5-6-1,45.5,54.6,-3.9,2017,76,5-7,4-7,-0.15,-0.25,-0.17,-0.46,-0.31,-0.052,-0.98,0.54,2.39,5.78
1265,Northwestern,5-6-2,45.5,54.6,-0.7,2017,26,10-3,10-3,0.46,-0.33,0.98,0.43,0.42,0.053,0.1,1.42,3.85,7.49
1266,Eastern Michigan,5-6-1,45.5,54.6,-3.5,2017,84,5-7,5-7,-0.23,-0.89,0.47,0.24,0.26,0.05,0.23,0.12,0.85,3.73
1267,Buffalo,5-6-1,45.5,54.6,2.3,2017,86,6-6,5-6,-0.25,-0.46,-0.03,0.23,0.13,0.037,0.68,0.15,0.98,3.58
1268,Georgia Tech,5-6-0,45.5,54.6,3.0,2017,39,5-6,4-6,0.26,0.4,0.49,0.18,0.0,0.039,0.11,1.56,3.88,6.92
1269,Boise State,6-8-0,42.9,57.1,1.2,2017,35,11-3,11-3,0.29,0.11,0.43,0.78,0.81,0.123,1.04,0.18,1.54,5.8
1270,Florida Atlantic,6-8-0,42.9,57.1,-0.4,2017,33,11-3,10-3,0.33,0.64,-0.12,1.17,1.3,0.093,1.05,0.59,1.39,3.79
1271,Stanford,6-8-0,42.9,57.1,0.4,2017,17,9-5,9-5,0.56,0.59,0.35,0.58,0.69,0.055,0.65,1.16,4.35,8.81
1272,Alabama,6-8-0,42.9,57.1,-1.8,2017,1,13-1,12-1,1.29,0.96,1.8,1.88,1.87,0.241,2.12,2.03,4.84,8.6
1273,Nevada,5-7-0,41.7,58.3,-1.4,2017,98,3-9,3-8,-0.43,-0.4,-0.56,-0.57,-0.63,-0.113,0.13,0.25,1.61,4.77
1274,California,5-7-0,41.7,58.3,-4.6,2017,64,5-7,4-7,0.0,-0.43,0.34,-0.29,-0.35,-0.02,-0.48,0.65,2.78,6.44
1275,San Diego State,5-7-1,41.7,58.3,0.5,2017,49,10-3,9-3,0.16,-0.29,0.44,0.66,0.65,0.096,1.1,0.27,1.47,4.45
1276,Baylor,5-7-0,41.7,58.3,1.2,2017,78,1-11,1-10,-0.17,-0.5,-0.03,-1.09,-0.97,-0.12,-1.33,1.17,4.0,7.53
1277,Cincinnati,5-7-0,41.7,58.3,-3.4,2017,108,4-8,3-8,-0.61,-0.49,-0.69,-1.07,-1.1,-0.166,-0.91,0.51,2.09,5.25
1278,Arkansas State,5-7-0,41.7,58.3,1.5,2017,79,7-5,6-5,-0.17,-0.55,0.2,0.51,0.59,0.134,0.56,0.11,0.45,2.28
1279,Tulsa,5-7-0,41.7,58.3,-0.9,2017,92,2-10,2-10,-0.38,-0.14,-0.74,-0.87,-0.9,-0.14,-1.58,0.47,2.29,5.84
1280,Illinois,5-7-0,41.7,58.3,-3.1,2017,103,2-10,2-10,-0.51,-1.1,-0.13,-1.51,-1.45,-0.217,-1.54,1.45,3.92,7.2
1281,Tennessee,5-7-0,41.7,58.3,-2.0,2017,88,4-8,3-8,-0.28,-0.84,0.24,-1.12,-1.06,-0.142,-1.23,1.53,3.46,6.57
1282,UNLV,5-7-0,41.7,58.3,-1.0,2017,100,5-7,5-6,-0.44,-0.16,-0.78,-0.24,-0.26,-0.057,-0.37,0.66,1.41,3.27
1283,South Florida,5-7-0,41.7,58.3,-0.6,2017,40,10-2,9-2,0.26,0.04,0.58,1.19,1.15,0.16,1.35,0.39,1.39,3.72
1284,Hawaii,5-7-0,41.7,58.3,-2.3,2017,123,3-9,2-9,-0.94,-0.75,-1.34,-1.4,-1.4,-0.156,-1.62,0.12,0.78,3.52
1285,Old Dominion,5-7-0,41.7,58.3,-0.8,2017,120,5-7,4-7,-0.81,-1.35,-0.43,-1.02,-0.97,-0.107,-0.89,0.28,1.06,3.27
1286,LSU,5-8-0,38.5,61.5,-3.8,2017,20,9-4,8-4,0.56,0.5,0.87,0.73,0.51,0.116,1.01,1.66,4.0,7.4
1287,Texas Tech,5-8-0,38.5,61.5,-4.2,2017,47,6-7,5-7,0.2,0.36,0.08,-0.05,-0.23,-0.034,-0.08,1.17,4.2,8.24
1288,Boston College,5-8-0,38.5,61.5,-2.3,2017,29,7-6,7-6,0.45,-0.19,1.06,0.19,0.28,0.037,-0.05,1.6,4.87,8.88
1289,New Mexico State,5-8-0,38.5,61.5,-2.5,2017,102,7-6,7-6,-0.47,-0.59,-0.16,0.17,-0.01,0.031,0.51,0.13,0.78,3.19
1290,BYU,5-8-0,38.5,61.5,-7.7,2017,105,4-9,3-9,-0.53,-1.14,0.08,-0.65,-0.65,-0.078,-0.4,0.86,2.67,5.48
1291,South Carolina,5-8-0,38.5,61.5,-3.1,2017,36,9-4,8-4,0.29,-0.26,0.76,0.03,0.0,-0.021,0.43,1.46,3.65,7.25
1292,Navy,5-8-0,38.5,61.5,-1.3,2017,38,7-6,7-6,0.26,0.35,0.07,0.24,0.3,0.048,-0.21,0.83,3.01,6.99
1293,NC State,5-8-0,38.5,61.5,0.0,2017,22,9-4,8-4,0.52,0.73,0.59,0.65,0.4,0.098,0.36,1.29,4.21,8.36
1294,Miami (OH),4-7-1,36.4,63.6,-2.5,2017,93,5-7,4-7,-0.39,-0.66,-0.02,0.03,0.08,-0.005,0.23,0.42,1.15,3.15
1295,UTEP,4-7-1,36.4,63.6,-4.5,2017,130,0-12,0-12,-1.37,-1.73,-0.97,-2.15,-2.21,-0.287,-2.13,0.52,1.33,3.69
1296,Florida State,4-8-1,33.3,66.7,-1.5,2017,30,7-6,6-6,0.42,-0.22,1.05,-0.01,0.01,-0.002,0.5,1.76,4.63,8.24
1297,Purdue,4-9-0,30.8,69.2,-8.3,2017,32,7-6,7-6,0.39,-0.19,0.98,0.44,0.43,0.057,0.42,1.07,3.91,8.28
1298,UAB,4-9-0,30.8,69.2,-0.5,2017,110,8-5,7-5,-0.62,-0.71,-0.18,0.28,0.11,-0.017,0.12,0.12,0.42,2.25
1299,Mississippi State,4-9-0,30.8,69.2,-3.5,2017,15,9-4,8-4,0.62,0.16,1.2,0.7,0.67,0.111,-0.21,2.05,4.37,7.45
1300,Middle Tennessee,4-9-0,30.8,69.2,-5.0,2017,94,7-6,7-6,-0.4,-0.88,0.08,0.07,0.1,0.007,0.87,0.17,0.85,3.36
1301,Clemson,4-9-1,30.8,69.2,-4.7,2017,5,12-2,11-2,1.13,0.67,1.85,1.58,1.5,0.208,1.47,1.94,5.64,9.8
1302,Duke,4-9-0,30.8,69.2,-5.8,2017,37,7-6,6-6,0.28,-0.23,0.82,0.29,0.23,0.048,-0.33,0.61,3.16,7.61
1303,Iowa State,4-9-0,30.8,69.2,-7.7,2017,21,8-5,7-5,0.53,0.2,0.79,0.55,0.55,0.059,0.43,1.3,4.33,8.01
1304,Troy,4-9-0,30.8,69.2,-4.0,2017,56,11-2,10-2,0.07,-0.38,0.53,0.88,0.83,0.067,1.02,0.27,0.95,2.94
1305,Fresno State,4-10-0,28.6,71.4,-7.9,2017,53,10-4,9-4,0.08,-0.43,0.6,0.5,0.5,0.044,0.49,1.14,2.81,5.67
1306,TCU,4-10-0,28.6,71.4,-5.3,2017,13,11-3,10-3,0.71,0.23,1.03,0.75,0.82,0.1,0.66,1.49,4.67,8.78
1307,UTSA,3-8-0,27.3,72.7,-10.0,2017,101,6-5,5-5,-0.44,-1.09,0.21,0.29,0.1,0.103,0.12,0.1,0.28,1.8
1308,Houston,3-9-0,25.0,75.0,-5.1,2017,50,7-5,7-5,0.15,-0.36,0.75,0.48,0.58,0.033,0.6,0.27,1.9,5.64
1309,New Mexico,3-9-0,25.0,75.0,-4.2,2017,117,3-9,2-9,-0.72,-1.15,-0.48,-1.3,-1.34,-0.1,-1.3,0.16,1.16,4.45
1310,Virginia Tech,3-9-1,25.0,75.0,-9.0,2017,16,9-4,8-4,0.58,-0.17,1.2,0.63,0.69,0.126,0.07,1.09,3.58,7.17
1311,Georgia State,3-9-0,25.0,75.0,-6.9,2017,107,7-5,7-4,-0.6,-1.0,-0.06,-0.14,-0.34,0.031,-0.13,0.63,1.29,2.74
1312,South Alabama,3-9-0,25.0,75.0,-8.3,2017,118,4-8,3-8,-0.74,-1.48,-0.26,-1.23,-1.0,-0.215,-1.55,0.33,1.14,3.39
1313,Wyoming,3-10-0,23.1,76.9,-8.8,2017,77,8-5,7-5,-0.15,-1.15,0.61,0.18,0.17,-0.021,0.05,0.33,1.48,4.14
1314,Texas,3-10-0,23.1,76.9,-6.7,2017,31,7-6,7-6,0.4,-0.79,1.4,0.27,0.29,0.045,-0.35,1.2,4.16,8.1
1315,Akron,3-11-0,21.4,78.6,-5.8,2017,106,7-7,6-7,-0.55,-1.07,-0.13,-0.87,-0.85,-0.185,-1.46,0.79,2.43,5.72
1316,Pittsburgh,2-9-1,18.2,81.8,-5.4,2017,54,5-7,4-7,0.08,-0.19,0.36,-0.4,-0.33,-0.058,-0.42,1.24,3.88,7.27
1317,Syracuse,2-10-0,16.7,83.3,-2.8,2017,63,4-8,3-8,0.0,-0.09,0.08,-0.74,-0.71,-0.041,-1.49,1.28,4.24,7.94
1318,Oklahoma,10-3-1,76.9,23.1,11.9,2018,5,12-2,12-2,0.96,2.32,-0.49,1.17,1.26,0.166,2.93,1.63,4.75,9.57
1319,Old Dominion,9-3-0,75.0,25.0,7.6,2018,118,4-8,3-8,-0.79,-0.48,-1.3,-0.96,-0.78,-0.089,-0.87,0.11,0.51,2.7
1320,South Alabama,9-3-0,75.0,25.0,4.6,2018,125,3-9,2-9,-0.97,-0.65,-1.3,-1.53,-1.62,-0.206,-1.96,0.21,1.22,4.03
1321,Buffalo,10-4-0,71.4,28.6,4.9,2018,60,10-4,9-4,0.04,0.57,-0.34,0.85,0.78,0.152,1.06,0.31,1.5,4.58
1322,Toledo,9-4-0,69.2,30.8,9.5,2018,76,7-6,6-6,-0.12,0.24,-0.77,0.08,0.26,0.046,0.01,0.3,1.3,3.93
1323,Houston,9-4-0,69.2,30.8,13.7,2018,75,8-5,7-5,-0.11,0.53,-0.69,0.42,0.32,0.024,0.8,0.26,1.3,4.2
1324,Iowa,9-4-0,69.2,30.8,1.4,2018,13,9-4,8-4,0.72,0.42,1.09,0.96,0.86,0.133,0.81,0.87,3.56,7.85
1325,Marshall,9-4-0,69.2,30.8,-1.5,2018,79,9-4,8-4,-0.13,-0.5,0.09,0.29,0.35,0.082,0.67,0.17,0.82,3.45
